intens,Aki(s^-1),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""11*""","=""2.28e+07""",B,"=""0.2002811""","=""0.6433888""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.5d""","=""3D""","=""1""",,"=""u28""","=""L4743""",
"=""11*""","=""3.08e+07""",B,"=""0.20028670""","=""0.6433888""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.5d""","=""3D""","=""2""",,"=""u28""","=""L4743""",
"=""11*""","=""1.71e+07""",B,"=""0.20028670""","=""0.6433888""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.5d""","=""3D""","=""1""",,"=""u28""","=""L4743""",
"=""13*""","=""1.03e+07""",B,"=""0.2003080""","=""0.6433888""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.5d""","=""3D""","=""2""",,"=""u28""","=""L4743""",
"=""13*""","=""1.14e+06""",B,"=""0.2003080""","=""0.6433888""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.5d""","=""3D""","=""1""",,"=""u28""","=""L4743""",
"=""13*""","=""4.13e+07""",B,"=""0.2003080""","=""0.6433885""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.5d""","=""3D""","=""3""",,"=""u28""","=""L4743""",
"=""3*""","=""2.02e+06""",C,"=""0.2002811""","=""0.6288670""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.5s""","=""3S""","=""1""",,"=""u28""","=""L4743""",
"=""3*""","=""6.0e+06""",C,"=""0.20028670""","=""0.6288670""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.5s""","=""3S""","=""1""",,"=""u28""","=""L4743""",
"=""5""","=""1.01e+07""",C,"=""0.2003080""","=""0.6288670""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.5s""","=""3S""","=""1""",,"=""u28""","=""L4743""",
"=""1w""","=""""",,"=""0.387884923""","=""0.8121320""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p.3p""","=""1P""","=""1""",,"=""""","=""L2771""",
