intens,Aki(s^-1),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""2.4317e+06""",AAA,"=""0.000000000000000""","=""[0.9925258306]""","=""1s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""""","=""2.4316e+06""",AAA,"=""0.000000000000000""","=""[0.9925258152]""","=""1s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""6100""","=""7.8340e+04""",AAA,"=""0.000000000000000""","=""0.991206536""","=""1s""","=""2S""","=""1/2""","=""11""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""""","=""3.1597e+06""",AAA,"=""0.000000000000000""","=""[0.9912065269]""","=""1s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""""","=""3.1597e+06""",AAA,"=""0.000000000000000""","=""[0.9912065069]""","=""1s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""""","=""""",,"=""0.000000000000000""","=""[0.99120653348]""","=""1s""","=""2S""","=""1/2""","=""11d""","=""2D""","=""5/2""",E2,"=""""","=""L15291c37""",
"=""""","=""""",,"=""0.000000000000000""","=""[0.9912065089]""","=""1s""","=""2S""","=""1/2""","=""11s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""7400""","=""1.2631e+05""",AAA,"=""0.000000000000000""","=""0.989471939""","=""1s""","=""2S""","=""1/2""","=""10""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""""","=""""",,"=""0.000000000000000""","=""[0.9894719050]""","=""1s""","=""2S""","=""1/2""","=""10s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""""","=""4.2105e+06""",AAA,"=""0.000000000000000""","=""[0.9894719291]""","=""1s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""""","=""4.2104e+06""",AAA,"=""0.000000000000000""","=""[0.9894719024]""","=""1s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""12000""","=""2.1425e+05""",AAA,"=""0.000000000000000""","=""0.987127529""","=""1s""","=""2S""","=""1/2""","=""9""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""""","=""""",,"=""0.000000000000000""","=""[0.98712753112]""","=""1s""","=""2S""","=""1/2""","=""9d""","=""2D""","=""5/2""",E2,"=""""","=""L15291c37""",
"=""""","=""""",,"=""0.000000000000000""","=""[0.9871274860]""","=""1s""","=""2S""","=""1/2""","=""9s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""""","=""5.7848e+06""",AAA,"=""0.000000000000000""","=""[0.9871275191]""","=""1s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""""","=""5.7847e+06""",AAA,"=""0.000000000000000""","=""[0.9871274825]""","=""1s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""""","=""""",,"=""0.000000000000000""","=""0.983849924193""","=""1s""","=""2S""","=""1/2""","=""8s""","=""2S""","=""1/2""",M1,"=""""","=""""",
